movie, genre, vector
Twister (1996),Thriller,-1.60694049271,0.955591268011
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,0.575121685542,-1.40658436048
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),War,0.575121685542,-1.40658436048
Trainspotting (1996),Comedy,0.865475527377,-0.936313316894
Trainspotting (1996),Crime,0.865475527377,-0.936313316894
Trainspotting (1996),Drama,0.865475527377,-0.936313316894
Independence Day (a.k.a. ID4) (1996),Action,-1.12343280168,1.03360161147
Independence Day (a.k.a. ID4) (1996),Adventure,-1.12343280168,1.03360161147
Independence Day (a.k.a. ID4) (1996),Sci-Fi,-1.12343280168,1.03360161147
Independence Day (a.k.a. ID4) (1996),Thriller,-1.12343280168,1.03360161147
"Godfather,  The (1972)",Crime,1.28697807425,-1.1579180465
"Godfather,  The (1972)",Drama,1.28697807425,-1.1579180465
Rear Window (1954),Mystery,0.691907486257,-1.32814385902
Rear Window (1954),Thriller,0.691907486257,-1.32814385902
North by Northwest (1959),Action,0.832822584194,-1.25274046776
North by Northwest (1959),Adventure,0.832822584194,-1.25274046776
North by Northwest (1959),Mystery,0.832822584194,-1.25274046776
North by Northwest (1959),Romance,0.832822584194,-1.25274046776
North by Northwest (1959),Thriller,0.832822584194,-1.25274046776
Casablanca (1942),Drama,1.14902907149,-1.43542704641
Casablanca (1942),Romance,1.14902907149,-1.43542704641
"Wizard of Oz,  The (1939)",Adventure,0.282117443311,-0.490932598009
"Wizard of Oz,  The (1939)",Children,0.282117443311,-0.490932598009
"Wizard of Oz,  The (1939)",Fantasy,0.282117443311,-0.490932598009
"Wizard of Oz,  The (1939)",Musical,0.282117443311,-0.490932598009
Citizen Kane (1941),Drama,0.806581612131,-1.64241819956
Citizen Kane (1941),Mystery,0.806581612131,-1.64241819956
2001: A Space Odyssey (1968),Adventure,0.00275293660956,-1.81586111923
2001: A Space Odyssey (1968),Drama,0.00275293660956,-1.81586111923
2001: A Space Odyssey (1968),Sci-Fi,0.00275293660956,-1.81586111923
"Sound of Music,  The (1965)",Musical,1.6415457101,0.643427175163
"Sound of Music,  The (1965)",Romance,1.6415457101,0.643427175163
Die Hard (1988),Action,-0.0790108412199,-0.606826214816
Die Hard (1988),Crime,-0.0790108412199,-0.606826214816
Die Hard (1988),Thriller,-0.0790108412199,-0.606826214816
Willy Wonka & the Chocolate Factory (1971),Children,0.793083517921,-0.081658845342
Willy Wonka & the Chocolate Factory (1971),Comedy,0.793083517921,-0.081658845342
Willy Wonka & the Chocolate Factory (1971),Fantasy,0.793083517921,-0.081658845342
Willy Wonka & the Chocolate Factory (1971),Musical,0.793083517921,-0.081658845342
"Fish Called Wanda,  A (1988)",Comedy,0.483537942302,-0.186396575439
"Fish Called Wanda,  A (1988)",Crime,0.483537942302,-0.186396575439
Monty Python's Life of Brian (1979),Comedy,0.127800044862,-0.997032536461
Reservoir Dogs (1992),Crime,0.725882407554,-1.03679927213
Reservoir Dogs (1992),Mystery,0.725882407554,-1.03679927213
Reservoir Dogs (1992),Thriller,0.725882407554,-1.03679927213
E.T. the Extra-Terrestrial (1982),Children,0.0650848822082,-0.177966929027
E.T. the Extra-Terrestrial (1982),Drama,0.0650848822082,-0.177966929027
E.T. the Extra-Terrestrial (1982),Sci-Fi,0.0650848822082,-0.177966929027
Monty Python and the Holy Grail (1975),Adventure,0.972046823078,-0.397427769046
Monty Python and the Holy Grail (1975),Comedy,0.972046823078,-0.397427769046
Monty Python and the Holy Grail (1975),Fantasy,0.972046823078,-0.397427769046
One Flew Over the Cuckoo's Nest (1975),Drama,0.829426065961,-1.1676045041
Star Wars: Episode V - The Empire Strikes Back (1980),Action,1.37522288499,-0.313811346791
Star Wars: Episode V - The Empire Strikes Back (1980),Adventure,1.37522288499,-0.313811346791
Star Wars: Episode V - The Empire Strikes Back (1980),Sci-Fi,1.37522288499,-0.313811346791
"Princess Bride,  The (1987)",Action,1.18651222345,-0.0755113690746
"Princess Bride,  The (1987)",Adventure,1.18651222345,-0.0755113690746
"Princess Bride,  The (1987)",Comedy,1.18651222345,-0.0755113690746
"Princess Bride,  The (1987)",Fantasy,1.18651222345,-0.0755113690746
"Princess Bride,  The (1987)",Romance,1.18651222345,-0.0755113690746
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action,0.981709305857,-0.235610248216
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Adventure,0.981709305857,-0.235610248216
Aliens (1986),Action,0.696090666665,-0.255488616692
Aliens (1986),Adventure,0.696090666665,-0.255488616692
Aliens (1986),Horror,0.696090666665,-0.255488616692
Aliens (1986),Sci-Fi,0.696090666665,-0.255488616692
"Clockwork Orange,  A (1971)",Crime,0.338024169318,-1.51188517397
"Clockwork Orange,  A (1971)",Drama,0.338024169318,-1.51188517397
"Clockwork Orange,  A (1971)",Sci-Fi,0.338024169318,-1.51188517397
"Clockwork Orange,  A (1971)",Thriller,0.338024169318,-1.51188517397
To Kill a Mockingbird (1962),Drama,0.672936882286,-1.18942478399
Apocalypse Now (1979),Action,0.670841312394,-1.53402246277
Apocalypse Now (1979),Drama,0.670841312394,-1.53402246277
Apocalypse Now (1979),War,0.670841312394,-1.53402246277
Star Wars: Episode VI - Return of the Jedi (1983),Action,1.13604909881,0.0515009345184
Star Wars: Episode VI - Return of the Jedi (1983),Adventure,1.13604909881,0.0515009345184
Star Wars: Episode VI - Return of the Jedi (1983),Sci-Fi,1.13604909881,0.0515009345184
Goodfellas (1990),Crime,0.912521391083,-0.994144104638
Goodfellas (1990),Drama,0.912521391083,-0.994144104638
Alien (1979),Horror,0.753100660742,-0.389009740999
Alien (1979),Sci-Fi,0.753100660742,-0.389009740999
"Blues Brothers,  The (1980)",Action,0.838362937534,0.521595643718
"Blues Brothers,  The (1980)",Comedy,0.838362937534,0.521595643718
"Blues Brothers,  The (1980)",Musical,0.838362937534,0.521595643718
"Godfather: Part II,  The (1974)",Crime,1.43951723664,-1.21724847062
"Godfather: Part II,  The (1974)",Drama,1.43951723664,-1.21724847062
Full Metal Jacket (1987),Drama,0.506942147523,-0.774248820015
Full Metal Jacket (1987),War,0.506942147523,-0.774248820015
Amadeus (1984),Drama,0.39614727123,-0.864499108786
Annie Hall (1977),Comedy,0.420873177774,-1.80943389006
Annie Hall (1977),Romance,0.420873177774,-1.80943389006
"Terminator,  The (1984)",Action,0.363792812666,-0.100819471909
"Terminator,  The (1984)",Sci-Fi,0.363792812666,-0.100819471909
"Terminator,  The (1984)",Thriller,0.363792812666,-0.100819471909
Dead Poets Society (1989),Drama,0.366635071453,0.760430815405
"Graduate,  The (1967)",Comedy,0.112694802094,-1.4701763174
"Graduate,  The (1967)",Drama,0.112694802094,-1.4701763174
"Graduate,  The (1967)",Romance,0.112694802094,-1.4701763174
"Shining,  The (1980)",Horror,0.453005075134,-1.20869021988
Stand by Me (1986),Adventure,0.500282021084,-0.318400061418
Stand by Me (1986),Drama,0.500282021084,-0.318400061418
Groundhog Day (1993),Comedy,-0.196216001642,-0.584520092261
Groundhog Day (1993),Fantasy,-0.196216001642,-0.584520092261
Groundhog Day (1993),Romance,-0.196216001642,-0.584520092261
Back to the Future (1985),Adventure,0.223332256825,-0.405771736317
Back to the Future (1985),Comedy,0.223332256825,-0.405771736317
Back to the Future (1985),Sci-Fi,0.223332256825,-0.405771736317
This Is Spinal Tap (1984),Comedy,0.359362825651,-1.21208430018
Indiana Jones and the Last Crusade (1989),Action,0.259569357556,-0.113903197234
Indiana Jones and the Last Crusade (1989),Adventure,0.259569357556,-0.113903197234
When Harry Met Sally... (1989),Comedy,-0.295450417597,-1.08555925075
When Harry Met Sally... (1989),Romance,-0.295450417597,-1.08555925075
Star Trek: First Contact (1996),Action,-0.56669664627,0.724417607712
Star Trek: First Contact (1996),Adventure,-0.56669664627,0.724417607712
Star Trek: First Contact (1996),Sci-Fi,-0.56669664627,0.724417607712
Star Trek: First Contact (1996),Thriller,-0.56669664627,0.724417607712
Grease (1978),Comedy,0.348133848485,1.11188759672
Grease (1978),Musical,0.348133848485,1.11188759672
Grease (1978),Romance,0.348133848485,1.11188759672
Jaws (1975),Action,0.14995195569,-0.462894890501
Jaws (1975),Horror,0.14995195569,-0.462894890501
Mars Attacks! (1996),Action,-0.806787871011,2.11800679957
Mars Attacks! (1996),Comedy,-0.806787871011,2.11800679957
Mars Attacks! (1996),Sci-Fi,-0.806787871011,2.11800679957
Jerry Maguire (1996),Drama,-0.4804099744,-0.25754457102
Jerry Maguire (1996),Romance,-0.4804099744,-0.25754457102
Austin Powers: International Man of Mystery (1997),Action,-1.35876081443,-0.14708519459
Austin Powers: International Man of Mystery (1997),Adventure,-1.35876081443,-0.14708519459
Austin Powers: International Man of Mystery (1997),Comedy,-1.35876081443,-0.14708519459
"Fifth Element,  The (1997)",Action,0.18636669351,0.849979296001
"Fifth Element,  The (1997)",Adventure,0.18636669351,0.849979296001
"Fifth Element,  The (1997)",Comedy,0.18636669351,0.849979296001
"Fifth Element,  The (1997)",Sci-Fi,0.18636669351,0.849979296001
Face/Off (1997),Action,-1.55110341655,0.17760382615
Face/Off (1997),Crime,-1.55110341655,0.17760382615
Face/Off (1997),Drama,-1.55110341655,0.17760382615
Face/Off (1997),Thriller,-1.55110341655,0.17760382615
Men in Black (a.k.a. MIB) (1997),Action,-0.535386231737,0.180294435443
Men in Black (a.k.a. MIB) (1997),Comedy,-0.535386231737,0.180294435443
Men in Black (a.k.a. MIB) (1997),Sci-Fi,-0.535386231737,0.180294435443
Contact (1997),Drama,-0.939325106049,-0.706662655558
Contact (1997),Sci-Fi,-0.939325106049,-0.706662655558
"Hunt for Red October,  The (1990)",Action,0.26523947177,-0.0209955007116
"Hunt for Red October,  The (1990)",Adventure,0.26523947177,-0.0209955007116
"Hunt for Red October,  The (1990)",Thriller,0.26523947177,-0.0209955007116
L.A. Confidential (1997),Crime,0.641185618734,-0.935143413908
L.A. Confidential (1997),Film-Noir,0.641185618734,-0.935143413908
L.A. Confidential (1997),Mystery,0.641185618734,-0.935143413908
L.A. Confidential (1997),Thriller,0.641185618734,-0.935143413908
Gattaca (1997),Drama,0.535659942417,0.652475980818
Gattaca (1997),Sci-Fi,0.535659942417,0.652475980818
Gattaca (1997),Thriller,0.535659942417,0.652475980818
"Truman Show,  The (1998)",Comedy,-0.0417639433567,-0.088501307445
"Truman Show,  The (1998)",Drama,-0.0417639433567,-0.088501307445
"Truman Show,  The (1998)",Sci-Fi,-0.0417639433567,-0.088501307445
Good Will Hunting (1997),Drama,0.885226793972,-0.18850947242
Good Will Hunting (1997),Romance,0.885226793972,-0.18850947242
Titanic (1997),Drama,-2.02274925453,0.0626357680663
Titanic (1997),Romance,-2.02274925453,0.0626357680663
"Big Lebowski,  The (1998)",Comedy,0.48264828083,-1.03835933096
"Big Lebowski,  The (1998)",Crime,0.48264828083,-1.03835933096
As Good as It Gets (1997),Comedy,0.658778600037,0.604216269293
As Good as It Gets (1997),Drama,0.658778600037,0.604216269293
As Good as It Gets (1997),Romance,0.658778600037,0.604216269293
Armageddon (1998),Action,-1.94175595664,1.69284666209
Armageddon (1998),Romance,-1.94175595664,1.69284666209
Armageddon (1998),Sci-Fi,-1.94175595664,1.69284666209
Armageddon (1998),Thriller,-1.94175595664,1.69284666209
There's Something About Mary (1998),Comedy,-0.926712810302,-0.568363669701
There's Something About Mary (1998),Romance,-0.926712810302,-0.568363669701
Rain Man (1988),Drama,0.180992099039,-0.199664247265
"Breakfast Club,  The (1985)",Comedy,0.43336473049,-0.337328317752
"Breakfast Club,  The (1985)",Drama,0.43336473049,-0.337328317752
Lethal Weapon (1987),Action,-0.261785849263,0.678724950226
Lethal Weapon (1987),Comedy,-0.261785849263,0.678724950226
Lethal Weapon (1987),Crime,-0.261785849263,0.678724950226
Lethal Weapon (1987),Drama,-0.261785849263,0.678724950226
Back to the Future Part II (1989),Adventure,-0.847646202885,1.0717119241
Back to the Future Part II (1989),Comedy,-0.847646202885,1.0717119241
Back to the Future Part II (1989),Sci-Fi,-0.847646202885,1.0717119241
Back to the Future Part III (1990),Adventure,-0.869297789428,1.50256840647
Back to the Future Part III (1990),Comedy,-0.869297789428,1.50256840647
Back to the Future Part III (1990),Sci-Fi,-0.869297789428,1.50256840647
Back to the Future Part III (1990),Western,-0.869297789428,1.50256840647
Saving Private Ryan (1998),Action,-0.192322250653,-0.874880126822
Saving Private Ryan (1998),Drama,-0.192322250653,-0.874880126822
Saving Private Ryan (1998),War,-0.192322250653,-0.874880126822
Indiana Jones and the Temple of Doom (1984),Action,-0.0160642551538,0.0405919828876
Indiana Jones and the Temple of Doom (1984),Adventure,-0.0160642551538,0.0405919828876
Indiana Jones and the Temple of Doom (1984),Fantasy,-0.0160642551538,0.0405919828876
Beetlejuice (1988),Comedy,0.217577832006,1.19279492365
Beetlejuice (1988),Fantasy,0.217577832006,1.19279492365
Edward Scissorhands (1990),Drama,0.309683550796,-0.283806024007
Edward Scissorhands (1990),Fantasy,0.309683550796,-0.283806024007
Edward Scissorhands (1990),Romance,0.309683550796,-0.283806024007
Life Is Beautiful (La Vita è bella) (1997),Comedy,-0.512744009277,-0.966986647086
Life Is Beautiful (La Vita è bella) (1997),Drama,-0.512744009277,-0.966986647086
Life Is Beautiful (La Vita è bella) (1997),Romance,-0.512744009277,-0.966986647086
Life Is Beautiful (La Vita è bella) (1997),War,-0.512744009277,-0.966986647086
American History X (1998),Crime,1.1839424562,0.23980870826
American History X (1998),Drama,1.1839424562,0.23980870826
"Bug's Life,  A (1998)",Adventure,-0.288307372657,0.249657331897
"Bug's Life,  A (1998)",Animation,-0.288307372657,0.249657331897
"Bug's Life,  A (1998)",Children,-0.288307372657,0.249657331897
"Bug's Life,  A (1998)",Comedy,-0.288307372657,0.249657331897
Shakespeare in Love (1998),Comedy,0.617818298499,0.385369223897
Shakespeare in Love (1998),Drama,0.617818298499,0.385369223897
Shakespeare in Love (1998),Romance,0.617818298499,0.385369223897
Office Space (1999),Comedy,-0.560804483678,-1.11880263543
Office Space (1999),Crime,-0.560804483678,-1.11880263543
"Matrix,  The (1999)",Action,1.46818625185,-0.090963796973
"Matrix,  The (1999)",Sci-Fi,1.46818625185,-0.090963796973
